Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(USD),Area_Price,AvgPrice
90.0,2,1,1,1,Shahran,3400000000.0,113333.33,37777777.777777776,2985753846.1538463
95.0,2,1,1,1,Shahran,3250000000.0,108333.33,34210526.315789476,2985753846.1538463
62.0,2,1,1,0,Shahran,2100000000.0,70000.0,33870967.741935484,2985753846.1538463
95.0,2,1,1,1,Shahran,3150000000.0,105000.0,33157894.736842107,2985753846.1538463
65.0,2,1,1,1,Shahran,2400000000.0,80000.0,36923076.92307692,2985753846.1538463
46.0,1,1,1,0,Shahran,1650000000.0,55000.0,35869565.217391305,2985753846.1538463
83.0,2,1,1,1,Shahran,3200000000.0,106666.67,38554216.86746988,2985753846.1538463
105.0,2,1,1,1,Shahran,3800000000.0,126666.67,36190476.190476194,2985753846.1538463
64.0,2,0,1,0,Shahran,1900000000.0,63333.33,29687500.0,2985753846.1538463
93.0,2,1,1,1,Shahran,2880000000.0,96000.0,30967741.93548387,2985753846.1538463
84.0,2,1,1,1,Shahran,2400000000.0,80000.0,28571428.57142857,2985753846.1538463
76.0,2,1,1,0,Shahran,1990000000.0,66333.33,26184210.52631579,2985753846.1538463
83.0,2,1,1,1,Shahran,2980000000.0,99333.33,35903614.45783132,2985753846.1538463
110.0,2,1,1,1,Shahran,4070000000.0,135666.67,37000000.0,2985753846.1538463
98.0,2,1,1,1,Shahran,4080000000.0,136000.0,41632653.06122449,2985753846.1538463
92.0,2,1,1,1,Shahran,3200000000.0,106666.67,34782608.69565217,2985753846.1538463
71.0,1,1,1,1,Shahran,2300000000.0,76666.67,32394366.1971831,2985753846.1538463
42.0,1,1,0,1,Shahran,1760000000.0,58666.67,41904761.9047619,2985753846.1538463
84.0,2,1,1,1,Shahran,2410000000.0,80333.33,28690476.19047619,2985753846.1538463
92.0,2,1,1,1,Shahran,2900000000.0,96666.67,31521739.13043478,2985753846.1538463
56.0,1,1,1,1,Shahran,1890000000.0,63000.0,33750000.0,2985753846.1538463
65.0,1,1,1,1,Shahran,1880000000.0,62666.67,28923076.923076924,2985753846.1538463
70.0,1,1,1,1,Shahran,2270000000.0,75666.67,32428571.42857143,2985753846.1538463
80.0,2,1,1,1,Shahran,2590000000.0,86333.33,32375000.0,2985753846.1538463
86.0,2,1,1,0,Shahran,3100000000.0,103333.33,36046511.62790698,2985753846.1538463
100.0,2,1,1,1,Shahran,4200000000.0,140000.0,42000000.0,2985753846.1538463
97.0,2,1,1,1,Shahran,3300000000.0,110000.0,34020618.556701034,2985753846.1538463
80.0,2,1,1,1,Shahran,3950000000.0,131666.67,49375000.0,2985753846.1538463
65.0,2,1,1,1,Shahran,2350000000.0,78333.33,36153846.15384615,2985753846.1538463
104.0,2,0,0,0,Shahran,4080000000.0,136000.0,39230769.23076923,2985753846.1538463
99.0,2,1,1,1,Shahran,3900000000.0,130000.0,39393939.39393939,2985753846.1538463
102.0,2,1,1,1,Shahran,4000000000.0,133333.33,39215686.2745098,2985753846.1538463
112.0,2,1,1,1,Shahran,5400000000.0,180000.0,48214285.71428572,2985753846.1538463
46.0,1,1,1,1,Shahran,1700000000.0,56666.67,36956521.73913044,2985753846.1538463
68.0,2,1,1,1,Shahran,2270000000.0,75666.67,33382352.94117647,2985753846.1538463
53.0,1,0,1,0,Shahran,1470000000.0,49000.0,27735849.056603774,2985753846.1538463
82.0,2,1,1,1,Shahran,3600000000.0,120000.0,43902439.02439024,2985753846.1538463
90.0,2,1,0,1,Shahran,3150000000.0,105000.0,35000000.0,2985753846.1538463
92.0,2,1,1,1,Shahran,3220000000.0,107333.33,35000000.0,2985753846.1538463
97.0,2,1,1,1,Shahran,2700000000.0,90000.0,27835051.54639175,2985753846.1538463
79.0,2,1,1,1,Pardis,550000000.0,18333.33,6962025.316455696,777821917.8082192
87.0,2,1,1,1,Pardis,600000000.0,20000.0,6896551.724137931,777821917.8082192
98.0,2,1,1,1,Pardis,540000000.0,18000.0,5510204.081632653,777821917.8082192
97.0,2,1,1,1,Pardis,510000000.0,17000.0,5257731.958762887,777821917.8082192
105.0,2,1,1,1,Pardis,605000000.0,20166.67,5761904.761904762,777821917.8082192
86.0,2,1,1,1,Pardis,580000000.0,19333.33,6744186.046511628,777821917.8082192
84.0,2,1,1,1,Pardis,560000000.0,18666.67,6666666.666666667,777821917.8082192
105.0,2,1,1,1,Pardis,700000000.0,23333.33,6666666.666666667,777821917.8082192
81.0,2,1,0,1,Pardis,590000000.0,19666.67,7283950.617283951,777821917.8082192
87.0,2,1,1,1,Pardis,625000000.0,20833.33,7183908.045977011,777821917.8082192
87.0,2,1,1,1,Pardis,650000000.0,21666.67,7471264.3678160915,777821917.8082192
84.0,2,1,1,1,Pardis,680000000.0,22666.67,8095238.095238095,777821917.8082192
105.0,2,1,1,1,Pardis,1000000000.0,33333.33,9523809.523809524,777821917.8082192
160.0,2,1,1,1,Pardis,1930000000.0,64333.33,12062500.0,777821917.8082192
100.0,2,1,1,1,Pardis,585000000.0,19500.0,5850000.0,777821917.8082192
94.0,2,1,0,1,Pardis,990000000.0,33000.0,10531914.89361702,777821917.8082192
160.0,2,1,1,1,Pardis,1930000000.0,64333.33,12062500.0,777821917.8082192
64.0,1,1,1,1,Pardis,680000000.0,22666.67,10625000.0,777821917.8082192
105.0,2,1,1,1,Pardis,690000000.0,23000.0,6571428.571428572,777821917.8082192
87.0,2,1,1,1,Pardis,760000000.0,25333.33,8735632.183908045,777821917.8082192
108.0,2,1,1,0,Pardis,1300000000.0,43333.33,12037037.037037037,777821917.8082192
86.0,2,1,1,1,Pardis,610000000.0,20333.33,7093023.2558139535,777821917.8082192
110.0,2,1,1,0,Pardis,1870000000.0,62333.33,17000000.0,777821917.8082192
88.0,2,1,1,1,Pardis,740000000.0,24666.67,8409090.909090908,777821917.8082192
85.0,2,1,1,1,Pardis,780000000.0,26000.0,9176470.588235294,777821917.8082192
87.0,2,1,1,1,Pardis,715000000.0,23833.33,8218390.804597701,777821917.8082192
87.0,2,1,1,1,Pardis,650000000.0,21666.67,7471264.3678160915,777821917.8082192
79.0,2,1,1,1,Pardis,550000000.0,18333.33,6962025.316455696,777821917.8082192
87.0,2,1,1,1,Pardis,540000000.0,18000.0,6206896.551724138,777821917.8082192
84.0,2,1,1,1,Pardis,550000000.0,18333.33,6547619.047619048,777821917.8082192
84.0,2,1,1,1,Pardis,560000000.0,18666.67,6666666.666666667,777821917.8082192
84.0,2,1,1,1,Pardis,540000000.0,18000.0,6428571.428571428,777821917.8082192
84.0,2,1,1,1,Pardis,550000000.0,18333.33,6547619.047619048,777821917.8082192
88.0,2,1,1,1,Pardis,1900000000.0,63333.33,21590909.09090909,777821917.8082192
82.0,2,1,1,1,Pardis,1100000000.0,36666.67,13414634.146341464,777821917.8082192
160.0,2,1,1,1,Pardis,2000000000.0,66666.67,12500000.0,777821917.8082192
87.0,2,1,1,1,Pardis,795000000.0,26500.0,9137931.034482758,777821917.8082192
87.0,2,1,1,1,Pardis,670000000.0,22333.33,7701149.425287357,777821917.8082192
121.0,3,1,1,1,Pardis,630000000.0,21000.0,5206611.570247934,777821917.8082192
105.0,2,1,1,1,Pardis,955000000.0,31833.33,9095238.095238095,777821917.8082192
100.0,3,1,1,1,Pardis,500000000.0,16666.67,5000000.0,777821917.8082192
105.0,2,1,1,1,Pardis,980000000.0,32666.67,9333333.333333334,777821917.8082192
87.0,2,1,1,1,Pardis,490000000.0,16333.33,5632183.908045977,777821917.8082192
86.0,2,1,1,1,Pardis,500000000.0,16666.67,5813953.488372093,777821917.8082192
85.0,2,1,1,1,Pardis,600000000.0,20000.0,7058823.529411765,777821917.8082192
86.0,2,1,1,1,Pardis,750000000.0,25000.0,8720930.232558139,777821917.8082192
86.0,2,1,1,1,Pardis,600000000.0,20000.0,6976744.186046512,777821917.8082192
98.0,2,1,1,1,Pardis,570000000.0,19000.0,5816326.530612245,777821917.8082192
75.0,2,1,1,1,Pardis,60000000.0,2000.0,800000.0,777821917.8082192
97.0,2,1,1,1,Pardis,900000000.0,30000.0,9278350.515463918,777821917.8082192
87.0,2,1,1,1,Pardis,650000000.0,21666.67,7471264.3678160915,777821917.8082192
100.0,2,1,1,1,Pardis,500000000.0,16666.67,5000000.0,777821917.8082192
105.0,2,1,1,1,Pardis,514000000.0,17133.33,4895238.095238095,777821917.8082192
87.0,2,1,1,1,Pardis,726000000.0,24200.0,8344827.586206896,777821917.8082192
92.0,2,0,0,1,Pardis,550000000.0,18333.33,5978260.869565218,777821917.8082192
53.0,1,0,1,1,Pardis,470000000.0,15666.67,8867924.528301887,777821917.8082192
53.0,1,0,1,1,Pardis,540000000.0,18000.0,10188679.245283019,777821917.8082192
105.0,2,1,1,1,Pardis,535000000.0,17833.33,5095238.095238095,777821917.8082192
110.0,2,1,1,1,Pardis,535000000.0,17833.33,4863636.363636363,777821917.8082192
121.0,3,1,1,1,Pardis,610000000.0,20333.33,5041322.314049587,777821917.8082192
105.0,2,1,1,1,Pardis,940000000.0,31333.33,8952380.952380951,777821917.8082192
87.0,2,1,1,1,Pardis,725000000.0,24166.67,8333333.333333333,777821917.8082192
97.0,2,1,1,1,Pardis,770000000.0,25666.67,7938144.329896907,777821917.8082192
105.0,2,1,1,1,Pardis,950000000.0,31666.67,9047619.047619049,777821917.8082192
121.0,3,1,1,1,Pardis,610000000.0,20333.33,5041322.314049587,777821917.8082192
110.0,2,1,1,1,Pardis,375000000.0,12500.0,3409090.909090909,777821917.8082192
105.0,2,1,1,1,Pardis,550000000.0,18333.33,5238095.238095238,777821917.8082192
105.0,2,1,1,1,Pardis,875000000.0,29166.67,8333333.333333333,777821917.8082192
100.0,2,1,1,1,Pardis,1100000000.0,36666.67,11000000.0,777821917.8082192
123.0,3,1,1,1,Pardis,500000000.0,16666.67,4065040.650406504,777821917.8082192
100.0,2,1,1,1,Pardis,500000000.0,16666.67,5000000.0,777821917.8082192
87.0,2,1,1,1,Pardis,500000000.0,16666.67,5747126.436781609,777821917.8082192
105.0,2,1,1,1,Pardis,890000000.0,29666.67,8476190.476190476,777821917.8082192
105.0,2,1,1,1,Pardis,800000000.0,26666.67,7619047.619047619,777821917.8082192
97.0,2,1,1,1,Pardis,760000000.0,25333.33,7835051.546391753,777821917.8082192
100.0,2,1,1,1,Pardis,790000000.0,26333.33,7900000.0,777821917.8082192
105.0,2,1,1,1,Pardis,860000000.0,28666.67,8190476.19047619,777821917.8082192
97.0,2,1,1,1,Pardis,760000000.0,25333.33,7835051.546391753,777821917.8082192
87.0,2,0,1,1,Pardis,500000000.0,16666.67,5747126.436781609,777821917.8082192
105.0,2,1,1,1,Pardis,539000000.0,17966.67,5133333.333333333,777821917.8082192
106.0,2,1,1,1,Pardis,800000000.0,26666.67,7547169.811320755,777821917.8082192
97.0,2,1,1,1,Pardis,770000000.0,25666.67,7938144.329896907,777821917.8082192
87.0,2,1,1,1,Pardis,890000000.0,29666.67,10229885.057471264,777821917.8082192
110.0,2,1,1,1,Pardis,535000000.0,17833.33,4863636.363636363,777821917.8082192
120.0,3,1,1,1,Pardis,670000000.0,22333.33,5583333.333333333,777821917.8082192
87.0,2,1,1,1,Pardis,550000000.0,18333.33,6321839.08045977,777821917.8082192
112.0,2,1,1,1,Pardis,480000000.0,16000.0,4285714.285714285,777821917.8082192
120.0,3,1,1,1,Pardis,650000000.0,21666.67,5416666.666666667,777821917.8082192
155.0,2,1,1,1,Pardis,1900000000.0,63333.33,12258064.516129032,777821917.8082192
87.0,2,0,0,1,Pardis,585000000.0,19500.0,6724137.931034483,777821917.8082192
106.0,2,1,1,1,Pardis,560000000.0,18666.67,5283018.867924528,777821917.8082192
105.0,2,1,1,1,Pardis,540000000.0,18000.0,5142857.142857143,777821917.8082192
87.0,2,0,0,1,Pardis,810000000.0,27000.0,9310344.827586208,777821917.8082192
104.0,2,1,1,1,Pardis,590000000.0,19666.67,5673076.923076923,777821917.8082192
105.0,2,1,1,1,Pardis,555000000.0,18500.0,5285714.285714285,777821917.8082192
105.0,2,1,1,1,Pardis,540000000.0,18000.0,5142857.142857143,777821917.8082192
105.0,2,1,1,1,Pardis,550000000.0,18333.33,5238095.238095238,777821917.8082192
100.0,2,0,0,0,Pardis,650000000.0,21666.67,6500000.0,777821917.8082192
105.0,2,1,1,1,Pardis,550000000.0,18333.33,5238095.238095238,777821917.8082192
86.0,2,1,1,1,Pardis,780000000.0,26000.0,9069767.441860465,777821917.8082192
87.0,2,1,1,1,Pardis,960000000.0,32000.0,11034482.75862069,777821917.8082192
120.0,2,1,1,0,Pardis,1800000000.0,60000.0,15000000.0,777821917.8082192
125.0,2,1,1,1,Pardis,2100000000.0,70000.0,16800000.0,777821917.8082192
87.0,2,1,1,1,Pardis,720000000.0,24000.0,8275862.068965517,777821917.8082192
85.0,2,1,1,1,Pardis,730000000.0,24333.33,8588235.294117646,777821917.8082192
105.0,2,1,1,1,Pardis,525000000.0,17500.0,5000000.0,777821917.8082192
105.0,2,1,1,1,Pardis,750000000.0,25000.0,7142857.142857143,777821917.8082192
85.0,2,1,0,1,Pardis,470000000.0,15666.67,5529411.764705882,777821917.8082192
87.0,2,1,1,1,Pardis,570000000.0,19000.0,6551724.137931035,777821917.8082192
97.0,2,1,1,1,Pardis,770000000.0,25666.67,7938144.329896907,777821917.8082192
106.0,2,1,1,1,Pardis,800000000.0,26666.67,7547169.811320755,777821917.8082192
105.0,2,1,1,1,Pardis,700000000.0,23333.33,6666666.666666667,777821917.8082192
98.0,2,1,1,1,Pardis,770000000.0,25666.67,7857142.857142857,777821917.8082192
87.0,2,1,1,1,Pardis,850000000.0,28333.33,9770114.942528736,777821917.8082192
105.0,2,1,1,1,Pardis,945000000.0,31500.0,9000000.0,777821917.8082192
100.0,2,1,1,1,Pardis,1050000000.0,35000.0,10500000.0,777821917.8082192
105.0,2,1,1,1,Pardis,890000000.0,29666.67,8476190.476190476,777821917.8082192
105.0,2,1,1,1,Pardis,710000000.0,23666.67,6761904.761904762,777821917.8082192
105.0,2,1,1,1,Pardis,500000000.0,16666.67,4761904.761904762,777821917.8082192
87.0,2,1,1,1,Pardis,530000000.0,17666.67,6091954.022988506,777821917.8082192
66.0,1,1,1,1,Pardis,720000000.0,24000.0,10909090.909090908,777821917.8082192
98.0,2,1,1,1,Pardis,1000000000.0,33333.33,10204081.632653061,777821917.8082192
87.0,2,1,1,1,Pardis,479000000.0,15966.67,5505747.126436782,777821917.8082192
87.0,2,1,1,1,Pardis,496000000.0,16533.33,5701149.425287357,777821917.8082192
85.0,2,1,1,1,Pardis,690000000.0,23000.0,8117647.05882353,777821917.8082192
86.0,2,1,1,1,Pardis,890000000.0,29666.67,10348837.209302325,777821917.8082192
87.0,2,0,0,0,Pardis,900000000.0,30000.0,10344827.586206896,777821917.8082192
87.0,2,1,1,1,Pardis,650000000.0,21666.67,7471264.3678160915,777821917.8082192
86.0,2,1,1,1,Pardis,500000000.0,16666.67,5813953.488372093,777821917.8082192
86.0,2,1,1,1,Pardis,600000000.0,20000.0,6976744.186046512,777821917.8082192
100.0,2,1,1,0,Pardis,2700000000.0,90000.0,27000000.0,777821917.8082192
98.0,2,1,1,1,Pardis,770000000.0,25666.67,7857142.857142857,777821917.8082192
105.0,2,1,1,1,Pardis,760000000.0,25333.33,7238095.238095238,777821917.8082192
106.0,2,1,1,1,Pardis,505000000.0,16833.33,4764150.9433962265,777821917.8082192
98.0,2,1,1,1,Pardis,790000000.0,26333.33,8061224.489795919,777821917.8082192
92.0,2,1,1,1,Pardis,565000000.0,18833.33,6141304.347826087,777821917.8082192
85.0,2,1,1,1,Pardis,650000000.0,21666.67,7647058.823529412,777821917.8082192
87.0,2,1,1,1,Pardis,680000000.0,22666.67,7816091.954022989,777821917.8082192
98.0,2,1,1,1,Pardis,910000000.0,30333.33,9285714.285714285,777821917.8082192
87.0,2,1,1,1,Pardis,658000000.0,21933.33,7563218.390804598,777821917.8082192
85.0,2,1,0,1,Pardis,730000000.0,24333.33,8588235.294117646,777821917.8082192
150.0,3,1,1,1,Pardis,3900000000.0,130000.0,26000000.0,777821917.8082192
98.0,2,1,1,1,Pardis,550000000.0,18333.33,5612244.897959184,777821917.8082192
79.0,2,1,1,1,Pardis,550000000.0,18333.33,6962025.316455696,777821917.8082192
98.0,2,1,1,1,Pardis,650000000.0,21666.67,6632653.0612244895,777821917.8082192
71.0,1,0,1,1,Pardis,540000000.0,18000.0,7605633.802816901,777821917.8082192
95.0,2,1,1,1,Shahrake Qods,902500000.0,30083.33,9500000.0,900921739.1304348
150.0,2,0,1,1,Shahrake Qods,1200000000.0,40000.0,8000000.0,900921739.1304348
100.0,2,0,0,0,Shahrake Qods,620000000.0,20666.67,6200000.0,900921739.1304348
75.0,1,1,1,1,Shahrake Qods,650000000.0,21666.67,8666666.666666666,900921739.1304348
40.0,0,0,0,0,Shahrake Qods,248000000.0,8266.67,6200000.0,900921739.1304348
50.0,1,0,1,0,Shahrake Qods,340000000.0,11333.33,6800000.0,900921739.1304348
81.0,2,1,1,1,Shahrake Qods,810000000.0,27000.0,10000000.0,900921739.1304348
120.0,2,1,1,1,Shahrake Qods,1050000000.0,35000.0,8750000.0,900921739.1304348
93.0,2,1,1,1,Shahrake Qods,1181100000.0,39370.0,12700000.0,900921739.1304348
84.0,2,1,1,1,Shahrake Qods,1150800000.0,38360.0,13700000.0,900921739.1304348
92.0,2,0,1,1,Shahrake Qods,1012000000.0,33733.33,11000000.0,900921739.1304348
105.0,2,1,1,1,Shahrake Qods,1365000000.0,45500.0,13000000.0,900921739.1304348
151.0,3,1,1,1,Shahrake Qods,1510000000.0,50333.33,10000000.0,900921739.1304348
78.0,2,0,1,0,Shahrake Qods,580000000.0,19333.33,7435897.435897436,900921739.1304348
80.0,1,0,1,0,Shahrake Qods,560000000.0,18666.67,7000000.0,900921739.1304348
70.0,1,1,1,0,Shahrake Qods,870000000.0,29000.0,12428571.42857143,900921739.1304348
75.0,2,0,1,1,Shahrake Qods,620000000.0,20666.67,8266666.666666667,900921739.1304348
100.0,2,1,1,1,Shahrake Qods,800000000.0,26666.67,8000000.0,900921739.1304348
75.0,2,1,1,1,Shahrake Qods,735000000.0,24500.0,9800000.0,900921739.1304348
90.0,2,0,1,0,Shahrake Qods,665000000.0,22166.67,7388888.888888889,900921739.1304348
88.0,2,0,1,1,Shahrake Qods,760000000.0,25333.33,8636363.636363637,900921739.1304348
89.0,2,1,1,1,Shahrake Qods,1610000000.0,53666.67,18089887.64044944,900921739.1304348
80.0,2,0,1,0,Shahrake Qods,1200000000.0,40000.0,15000000.0,900921739.1304348
90.0,2,1,1,1,Shahrake Qods,990000000.0,33000.0,11000000.0,900921739.1304348
80.0,1,0,1,0,Shahrake Qods,560000000.0,18666.67,7000000.0,900921739.1304348
70.0,2,1,1,1,Shahrake Qods,735000000.0,24500.0,10500000.0,900921739.1304348
125.0,2,1,1,1,Shahrake Qods,1030000000.0,34333.33,8240000.0,900921739.1304348
53.0,1,0,0,0,Shahrake Qods,395000000.0,13166.67,7452830.188679245,900921739.1304348
120.0,2,1,1,1,Shahrake Qods,1050000000.0,35000.0,8750000.0,900921739.1304348
87.0,2,1,1,1,Shahrake Qods,960000000.0,32000.0,11034482.75862069,900921739.1304348
62.0,1,1,1,1,Shahrake Qods,510000000.0,17000.0,8225806.451612903,900921739.1304348
84.0,2,1,1,1,Shahrake Qods,982000000.0,32733.33,11690476.19047619,900921739.1304348
76.0,2,1,1,1,Shahrake Qods,870000000.0,29000.0,11447368.421052631,900921739.1304348
